industry,country,layoff_count,workforce_percentage,total_funding_million_usd,stock_price_change_7d,revenue_growth_percent,market_cap_billion_usd,ai_automation_flag,year,hiring_status,company_size_encoded
Tech,Germany,23,1.1,1608.58,-2.08,9.35,427.44,0,2023,Hiring,0
Manufacturing,Australia,317,13.75,1951.07,7.94,5.68,140.26,0,2023,Freeze,2
EdTech,India,92,31.02,797.9,-9.4,-1.62,217.98,0,2022,Freeze,1
Retail,Brazil,201,29.65,1593.19,-7.69,14.27,407.42,1,2020,Hiring,1
FinTech,UK,191,13.83,1501.52,7.55,13.35,463.33,1,2022,Slowdown,1
AI,Singapore,1073,36.27,92.87,1.72,15.73,215.97,0,2023,Slowdown,2
Retail,Canada,226,14.06,475.43,-2.22,10.07,490.16,0,2026,Freeze,1
Manufacturing,Singapore,333,25.23,1519.11,0.94,-9.65,47.46,0,2022,Hiring,1
EdTech,USA,294,18.41,157.95,-8.72,7.27,473.38,0,2024,Freeze,0
Finance,UK,73,14.15,1704.59,-6.92,22.41,423.73,0,2022,Freeze,1
Healthcare,Canada,26,1.3,1730.29,-9.2,-1.59,437.05,0,2022,Hiring,2
EdTech,Brazil,96,7.01,1272.91,-11.01,-3.5,417.01,1,2020,Hiring,1
EdTech,USA,645,33.96,1464.08,-11.41,17.02,158.5,0,2022,Hiring,2
Finance,USA,235,10.88,930.33,11.37,4.77,71.79,0,2023,Slowdown,1
Energy,Germany,238,23.87,881.41,15.42,7.87,142.83,1,2024,Freeze,0
Finance,UK,47,3.59,299.84,-11.03,-4.5,245.08,0,2024,Freeze,2
Retail,Australia,215,23.91,1235.87,0.81,55.71,23.31,0,2025,Slowdown,2
Energy,Japan,847,31.51,560.25,8.72,-15.36,361.75,1,2023,Slowdown,1
Energy,Singapore,501,28.68,1255.94,2.19,-5.69,210.25,0,2024,Hiring,0
Retail,Germany,401,39.59,1604.13,8.53,0.19,155.77,0,2022,Slowdown,1
FinTech,UK,46,8.27,1024.78,3.34,33.93,382.81,0,2021,Hiring,0
Energy,Japan,422,29.23,158.3,-0.19,12.81,100.64,0,2021,Freeze,2
AI,Canada,20,4.14,1944.3,7.81,-3.86,389.3,0,2026,Freeze,2
AI,Japan,46,2.97,1420.8,7.71,5.67,251.8,0,2023,Freeze,0
Tech,Germany,305,37.36,483.12,-9.14,4.48,286.26,0,2026,Freeze,2
Healthcare,Australia,201,39.93,1535.81,-5.23,4.56,343.94,1,2020,Hiring,2
FinTech,Japan,211,39.5,1539.19,9.13,6.23,405.23,0,2026,Freeze,2
AI,India,48,4.26,1506.08,1.68,2.6,335.61,0,2020,Freeze,1
Manufacturing,UK,267,14.01,1416.5,1.62,13.82,85.88,0,2026,Slowdown,0
EdTech,Singapore,62,4.14,196.37,5.77,31.29,144.42,0,2026,Slowdown,2
Tech,Australia,114,23.51,36.46,-4.14,18.5,101.43,0,2026,Hiring,0
Retail,Canada,76,28.91,1246.17,-2.93,9.39,129.51,0,2025,Hiring,0
Healthcare,Japan,249,17.27,1663.57,1.97,-9.36,489.93,1,2022,Hiring,2
FinTech,Brazil,8,9.24,319.94,-4.82,-2.93,282.68,0,2026,Hiring,2
Healthcare,UK,457,33.84,1945.08,5.83,-11.68,147.41,1,2020,Hiring,0
Tech,Germany,192,27.68,31.66,-20.86,-11.73,316.8,1,2022,Slowdown,2
Retail,Germany,140,26.38,1601.86,-0.13,40.3,194.37,0,2026,Slowdown,2
Finance,India,388,26.11,1807.88,-16.2,21.68,375.66,0,2021,Slowdown,2
EdTech,Japan,49,19.46,213.54,-1.18,12.12,248.91,0,2022,Freeze,2
Healthcare,Japan,414,35.0,1756.01,5.75,15.64,426.42,0,2026,Freeze,1
Healthcare,Germany,368,22.88,544.85,-4.47,-3.03,158.84,0,2024,Slowdown,2
AI,UK,138,28.96,19.96,-4.69,-12.13,74.84,0,2021,Freeze,1
Finance,Canada,696,37.81,1780.36,4.64,17.86,293.63,0,2022,Freeze,2
EdTech,Canada,779,38.78,948.01,-12.6,12.3,346.24,0,2022,Hiring,1
Energy,Singapore,226,21.78,632.25,-1.46,15.93,419.14,0,2020,Slowdown,2
AI,India,62,7.86,783.84,-14.71,26.28,279.86,1,2026,Freeze,2
Tech,UK,366,29.43,1091.98,-4.26,30.41,219.21,1,2026,Hiring,0
Tech,USA,345,24.55,1421.08,7.56,7.48,192.95,1,2025,Slowdown,0
Finance,Canada,117,22.76,1103.35,1.32,32.64,427.44,0,2020,Slowdown,2
Finance,Japan,31,2.73,1350.81,-7.78,35.55,120.08,0,2026,Hiring,0
Manufacturing,USA,13,2.01,875.3,9.33,0.67,496.03,0,2025,Freeze,2
AI,Canada,175,15.66,324.42,-10.5,27.73,401.82,0,2022,Hiring,1
Healthcare,Singapore,177,32.04,214.96,5.58,13.38,312.54,0,2020,Slowdown,2
AI,India,550,39.88,1100.78,12.33,17.29,265.67,0,2024,Freeze,2
Retail,Australia,474,37.87,1085.85,6.76,12.92,362.82,0,2022,Slowdown,0
FinTech,Brazil,375,28.81,956.19,-3.71,4.03,112.41,1,2021,Hiring,0
FinTech,India,271,31.8,288.73,-7.6,10.54,11.48,0,2022,Slowdown,0
EdTech,Canada,380,26.92,1985.85,4.3,15.08,357.37,0,2020,Freeze,0
Healthcare,UK,186,24.71,1987.3,-8.03,-9.97,217.14,0,2024,Freeze,2
Manufacturing,UK,206,20.85,1493.5,-0.25,-22.88,200.53,0,2024,Slowdown,0
Finance,Australia,563,23.68,934.61,-8.7,3.44,76.2,0,2022,Slowdown,1
Finance,Australia,226,35.58,1524.59,-6.92,6.99,309.24,0,2023,Freeze,2
FinTech,Canada,347,31.54,253.14,-11.99,-0.9,10.79,0,2025,Hiring,0
Tech,India,199,18.81,573.75,-1.46,6.47,181.98,0,2020,Slowdown,2
Manufacturing,Singapore,756,26.49,1112.99,-5.48,-3.7,256.54,0,2023,Slowdown,0
FinTech,India,375,33.18,1647.64,-14.65,6.08,141.44,0,2021,Freeze,0
Tech,UK,421,32.85,1248.79,-12.15,22.29,166.72,0,2022,Freeze,0
Energy,Singapore,141,11.94,710.1,-6.02,-1.28,227.38,0,2021,Hiring,2
AI,USA,71,4.36,181.11,9.35,-2.18,356.51,1,2026,Slowdown,0
Manufacturing,Australia,601,21.2,371.92,0.5,12.99,292.07,0,2022,Freeze,1
Energy,USA,515,35.97,1814.52,5.12,24.19,47.45,0,2021,Freeze,0
Healthcare,Japan,204,12.91,66.15,11.39,17.6,163.66,0,2025,Freeze,2
FinTech,Japan,506,38.67,1237.5,4.27,-1.28,325.8,1,2021,Slowdown,0
FinTech,Germany,182,23.47,1934.87,9.08,11.57,65.83,0,2023,Freeze,2
Tech,Brazil,287,38.8,1886.82,-1.78,12.01,376.87,0,2020,Slowdown,2
AI,Japan,35,1.2,978.94,1.65,8.22,442.41,0,2022,Slowdown,2
Healthcare,Singapore,90,13.64,575.49,-1.2,-41.59,24.65,0,2021,Hiring,0
Finance,Canada,53,7.55,595.14,-7.56,-17.28,441.76,0,2025,Slowdown,1
AI,Germany,8,1.13,345.24,-20.88,15.81,444.4,0,2020,Freeze,1
EdTech,Singapore,125,7.01,324.6,-1.5,12.47,299.87,0,2026,Freeze,0
Energy,Germany,50,9.54,128.26,-4.39,-3.03,366.16,0,2023,Hiring,0
EdTech,Australia,38,16.3,1939.29,-12.47,17.88,27.39,0,2025,Hiring,0
Manufacturing,USA,46,21.93,1428.17,20.19,5.45,378.73,0,2020,Slowdown,0
Finance,India,361,13.75,97.71,-5.3,23.47,39.42,0,2022,Hiring,0
Energy,Australia,237,20.73,1453.92,4.6,-6.87,21.72,0,2020,Freeze,0
Finance,Australia,711,38.75,654.6,-3.45,24.01,494.43,0,2024,Freeze,2
AI,Singapore,109,22.45,898.16,-5.41,6.16,197.58,0,2021,Slowdown,2
Healthcare,Singapore,859,31.82,1251.15,-13.86,34.04,170.7,0,2023,Slowdown,0
FinTech,Australia,220,15.8,1873.56,-4.22,24.55,81.7,1,2026,Hiring,2
AI,Canada,44,7.64,382.99,4.99,31.15,211.74,0,2022,Freeze,1
Healthcare,Canada,7,2.71,1953.86,12.85,6.55,327.13,1,2025,Hiring,0
Energy,Germany,14,11.67,802.84,-12.17,2.68,235.35,0,2024,Slowdown,0
Finance,Australia,403,36.83,673.52,3.07,27.37,285.5,0,2020,Slowdown,2
Finance,Japan,158,28.04,228.04,-3.65,4.91,314.11,0,2021,Slowdown,0
Finance,Japan,146,23.04,1048.18,-5.39,-10.77,415.68,0,2020,Slowdown,1
Retail,Japan,213,24.66,1655.0,12.51,-0.36,379.34,0,2021,Slowdown,2
FinTech,Germany,651,26.93,469.65,2.63,13.14,176.29,0,2023,Slowdown,1
Tech,Canada,378,32.14,347.15,-11.82,-4.54,86.54,0,2025,Slowdown,1
Finance,UK,76,18.6,1184.82,-1.8,4.56,492.86,0,2024,Freeze,1
AI,India,479,24.14,1564.82,4.5,8.35,112.87,0,2024,Freeze,1
EdTech,India,976,33.78,1400.51,-15.75,-2.52,220.67,0,2023,Hiring,0
Healthcare,USA,31,4.2,871.53,-6.31,14.01,424.56,0,2025,Slowdown,0
Tech,Brazil,111,23.34,847.52,-5.31,-0.02,121.25,0,2025,Freeze,0
Energy,Japan,171,25.91,520.11,11.82,15.09,275.66,0,2026,Hiring,1
Manufacturing,UK,308,14.54,66.89,5.35,-2.89,181.25,0,2023,Hiring,1
Tech,Germany,85,36.84,597.97,4.32,12.61,485.13,0,2022,Slowdown,2
AI,Singapore,7,1.79,1425.43,-9.13,0.94,359.38,0,2020,Hiring,1
Energy,Singapore,249,12.55,1060.59,-19.86,-0.67,234.07,0,2022,Hiring,1
Healthcare,UK,78,10.64,1276.18,-7.91,15.25,323.71,0,2026,Freeze,2
Manufacturing,Germany,154,32.08,819.19,-23.66,21.26,174.22,0,2021,Slowdown,2
Finance,Germany,80,23.24,113.51,-24.36,6.4,354.57,1,2022,Slowdown,2
Tech,USA,347,17.87,1763.51,-3.58,8.14,232.3,0,2023,Hiring,0
Energy,Brazil,173,10.38,1827.1,-0.23,-16.87,231.96,0,2026,Slowdown,2
Tech,India,577,37.34,1478.97,-5.62,3.18,494.62,0,2023,Freeze,1
Tech,UK,524,29.77,1522.69,-3.04,-2.14,89.17,0,2023,Freeze,2
Tech,Brazil,94,6.45,757.09,9.63,-10.69,94.1,0,2026,Slowdown,0
Tech,Canada,115,18.16,41.5,7.71,22.45,400.08,0,2024,Slowdown,1
Finance,Singapore,470,21.64,801.08,2.82,3.5,62.59,0,2022,Freeze,1
FinTech,Germany,164,13.37,786.25,5.2,5.46,158.53,0,2024,Slowdown,1
Finance,Australia,770,36.42,838.83,-5.99,2.12,327.11,0,2022,Slowdown,1
Finance,Japan,157,8.06,766.09,0.01,32.99,397.71,0,2025,Slowdown,0
AI,UK,72,10.64,73.07,-13.01,27.53,128.57,0,2024,Freeze,0
FinTech,Japan,26,11.94,320.88,-0.25,-1.88,25.68,0,2026,Hiring,2
AI,India,77,17.66,625.94,3.96,-1.16,78.64,0,2021,Hiring,1
EdTech,USA,125,11.59,1387.76,-24.2,16.29,62.49,0,2024,Freeze,2
Manufacturing,USA,157,26.35,1707.42,-0.09,-7.59,92.23,0,2023,Freeze,0
FinTech,India,189,32.99,1872.97,3.53,9.5,372.25,0,2026,Slowdown,2
EdTech,Singapore,87,14.5,1282.61,-13.46,-0.01,110.44,1,2026,Hiring,0
Finance,Germany,8,7.0,1307.79,0.38,-3.46,241.5,0,2025,Freeze,0
Finance,Canada,51,4.9,798.61,4.62,-10.55,36.93,0,2021,Hiring,0
FinTech,Canada,120,36.18,1672.72,-9.68,13.63,4.88,0,2022,Hiring,2
Finance,Canada,72,4.9,685.4,-2.31,-10.74,23.13,0,2020,Hiring,1
EdTech,Singapore,196,23.76,94.41,-12.6,26.18,482.37,1,2024,Freeze,1
Retail,Australia,4,3.22,535.38,-2.06,6.19,328.13,0,2021,Hiring,0
FinTech,USA,76,6.68,958.23,-13.38,21.44,296.48,0,2022,Freeze,1
Energy,Singapore,180,9.44,287.85,-15.73,1.5,479.74,0,2023,Hiring,0
Tech,Brazil,454,27.87,238.13,-8.84,40.85,328.43,0,2023,Slowdown,1
Finance,Japan,46,6.92,1175.26,2.76,-43.64,183.44,0,2025,Freeze,0
Tech,India,119,9.7,1414.68,-8.48,22.48,57.33,0,2026,Slowdown,2
FinTech,Canada,62,30.11,481.09,-8.65,22.35,180.92,0,2024,Hiring,1
Tech,Brazil,116,9.69,851.76,-5.63,1.48,34.2,0,2021,Hiring,0
Manufacturing,Australia,30,9.14,1293.09,-2.36,11.59,116.43,0,2021,Slowdown,1
Healthcare,India,263,32.51,1197.13,-3.56,1.32,161.77,0,2020,Hiring,0
Tech,Brazil,92,11.12,424.02,-7.66,10.92,237.04,0,2025,Freeze,2
Tech,USA,210,20.99,1745.17,-11.96,1.19,366.31,0,2020,Freeze,1
Manufacturing,Australia,157,38.68,1338.86,-1.56,-8.65,259.99,0,2024,Freeze,0
EdTech,UK,282,32.34,68.99,-0.54,-1.95,67.4,1,2025,Hiring,1
Tech,UK,156,29.22,1326.08,-2.78,19.39,409.13,0,2021,Slowdown,1
Healthcare,Singapore,162,31.52,1951.25,-12.02,-3.44,203.13,0,2022,Hiring,2
Retail,Japan,93,27.76,851.99,0.2,-2.81,418.57,0,2020,Hiring,2
EdTech,Australia,111,12.69,364.61,13.0,-17.88,386.7,0,2020,Hiring,0
Retail,UK,497,24.18,1259.07,-5.63,19.23,239.93,1,2023,Hiring,2
Retail,Japan,261,39.98,1042.01,-7.2,11.93,284.05,0,2025,Freeze,1
AI,Australia,11,17.78,1067.35,-1.37,7.73,358.53,1,2024,Hiring,1
AI,India,302,14.0,1722.96,-7.36,2.12,429.31,0,2023,Hiring,1
FinTech,Singapore,647,38.08,1676.48,-5.02,10.37,232.83,0,2026,Freeze,1
EdTech,Canada,59,4.68,768.92,-10.37,29.58,235.54,0,2024,Freeze,2
EdTech,Singapore,202,23.22,1400.75,-1.27,-5.39,268.86,0,2024,Freeze,1
Healthcare,Canada,414,37.36,1504.95,-9.48,14.12,123.3,0,2021,Hiring,2
Energy,Singapore,224,16.09,564.93,1.28,-11.78,199.27,0,2021,Slowdown,2
Finance,Australia,308,19.2,1677.21,5.56,-2.22,350.83,0,2023,Slowdown,0
EdTech,Germany,72,3.2,666.94,-2.37,-15.19,98.5,0,2023,Slowdown,0
EdTech,Singapore,111,7.42,1965.3,-6.46,5.65,384.92,0,2024,Slowdown,1
AI,Canada,13,20.42,483.39,8.87,4.9,317.94,0,2026,Freeze,2
AI,Japan,48,2.55,875.16,-8.96,34.24,255.64,0,2024,Freeze,2
Finance,USA,464,37.01,255.38,-0.47,6.29,498.06,0,2022,Slowdown,2
Healthcare,Japan,43,8.28,1011.27,-3.17,0.18,210.73,0,2025,Hiring,1
FinTech,Singapore,358,31.74,838.8,-0.83,6.81,181.42,0,2025,Slowdown,1
AI,UK,56,22.19,1837.11,-16.41,19.7,370.01,0,2020,Slowdown,2
Manufacturing,Japan,362,32.92,1877.0,0.35,0.95,405.05,1,2025,Hiring,1
Finance,Australia,37,6.85,1269.0,4.25,-0.92,162.19,0,2022,Freeze,1
FinTech,Australia,103,13.72,270.14,-3.79,15.82,339.0,0,2023,Hiring,1
Healthcare,India,56,9.05,67.89,7.24,-6.77,233.29,0,2023,Hiring,2
FinTech,UK,578,36.1,73.68,1.21,-1.83,179.46,0,2026,Freeze,2
Tech,Singapore,260,32.62,49.55,1.35,-1.9,279.1,0,2024,Freeze,1
AI,Australia,124,18.35,1458.36,-10.01,34.25,214.22,0,2024,Freeze,0
Manufacturing,Germany,508,32.92,979.67,-2.32,-13.06,3.34,0,2026,Hiring,1
Manufacturing,Brazil,334,29.81,1064.49,-4.1,9.2,315.44,0,2021,Freeze,1
Healthcare,Canada,39,17.69,1327.09,11.6,5.62,273.38,0,2024,Hiring,1
Manufacturing,Japan,90,4.74,737.0,-16.48,5.55,122.16,0,2026,Freeze,0
Energy,Singapore,639,39.44,1200.31,11.81,10.23,23.68,1,2022,Hiring,0
EdTech,India,353,35.57,1359.67,-4.36,7.77,215.78,0,2020,Hiring,2
Tech,USA,28,13.05,1391.63,-10.9,-22.81,331.96,0,2021,Freeze,2
FinTech,USA,282,38.17,985.27,-11.62,5.18,236.18,0,2020,Freeze,1
Manufacturing,Brazil,392,24.78,593.38,18.59,-18.37,225.97,1,2024,Freeze,2
AI,Germany,153,10.25,63.94,3.66,-21.86,268.16,0,2021,Hiring,0
Finance,Germany,170,38.89,1938.48,10.39,-11.0,495.91,1,2021,Slowdown,2
Energy,Australia,67,4.95,1349.72,-8.23,-3.04,202.13,1,2026,Slowdown,2
Manufacturing,Singapore,242,26.35,1317.13,-5.56,12.47,174.62,0,2020,Freeze,1
FinTech,Japan,448,27.88,772.64,6.32,-15.97,315.66,0,2022,Freeze,2
FinTech,Canada,239,9.84,561.78,1.45,4.37,279.96,0,2023,Freeze,0
Retail,Japan,187,16.08,587.59,10.01,-1.01,459.76,0,2020,Freeze,1
FinTech,Canada,245,9.0,1272.09,-14.63,-4.53,51.32,0,2023,Slowdown,2
Tech,USA,169,39.88,43.63,10.5,15.38,270.24,0,2024,Slowdown,0
EdTech,Singapore,601,28.82,764.29,1.6,7.22,428.3,0,2022,Hiring,1
AI,Australia,488,35.09,171.63,1.75,5.06,221.41,0,2023,Slowdown,2
FinTech,Japan,119,37.72,227.97,1.65,-20.43,471.74,0,2021,Freeze,1
Retail,India,247,28.46,1000.43,4.7,31.21,478.97,1,2021,Freeze,2
Tech,UK,185,37.73,112.18,-2.23,10.84,216.83,0,2025,Hiring,2
Tech,Singapore,332,39.6,1653.37,2.64,15.77,285.97,0,2021,Hiring,0
Healthcare,India,420,14.04,1960.77,0.16,-25.38,367.44,0,2023,Slowdown,0
FinTech,Brazil,524,38.3,1255.92,5.52,-0.63,286.88,0,2020,Slowdown,1
Tech,Brazil,322,11.07,1252.65,4.23,8.13,235.89,0,2023,Freeze,2
Manufacturing,UK,607,21.4,592.81,10.08,3.1,454.8,0,2022,Hiring,0
EdTech,Japan,166,19.77,450.08,-6.62,-15.83,448.42,0,2025,Slowdown,0
Tech,Germany,35,21.68,175.44,-5.58,6.39,385.0,0,2021,Freeze,2
EdTech,Germany,207,8.17,1048.5,-12.4,-21.95,390.5,0,2023,Slowdown,2
Retail,UK,33,16.08,1829.27,10.21,51.65,222.25,0,2024,Slowdown,1
Energy,Canada,167,33.68,1843.38,-11.64,-5.9,298.56,1,2022,Hiring,0
Retail,Germany,81,33.1,1616.06,4.5,8.96,445.88,0,2026,Hiring,1
Energy,Japan,207,24.76,1884.71,5.73,18.89,483.84,0,2022,Freeze,2
Manufacturing,Singapore,28,12.36,306.21,-7.69,-4.81,145.07,0,2021,Freeze,2
AI,Brazil,391,30.19,719.04,3.49,-4.22,200.61,1,2026,Slowdown,1
Healthcare,Canada,551,19.69,1928.38,0.93,-5.83,235.27,0,2022,Slowdown,0
Finance,UK,678,33.97,990.39,-4.84,9.6,156.58,0,2023,Slowdown,2
FinTech,Germany,399,27.31,357.33,0.38,1.95,321.02,0,2026,Hiring,2
EdTech,Singapore,62,34.09,1445.33,-0.31,8.6,456.44,0,2021,Hiring,0
EdTech,USA,381,27.07,346.12,-4.72,-5.11,405.1,0,2024,Freeze,0
Healthcare,Canada,28,1.34,872.04,2.37,-32.86,10.84,0,2022,Slowdown,1
Manufacturing,Japan,317,24.51,336.22,-8.94,20.83,22.11,0,2020,Hiring,0
Energy,Singapore,297,32.82,1310.33,-11.86,-5.65,340.55,0,2025,Slowdown,0
Healthcare,Canada,53,5.73,1630.98,-3.24,8.94,399.62,0,2021,Freeze,1
Energy,Germany,166,19.35,1287.56,-25.85,13.01,483.58,0,2026,Slowdown,1
Manufacturing,Singapore,284,32.99,1500.88,-10.95,25.29,372.1,0,2022,Slowdown,0
Retail,Brazil,197,11.72,1821.92,-13.97,5.76,209.38,0,2026,Slowdown,2
Healthcare,Australia,156,16.88,468.84,-2.65,15.22,178.14,0,2022,Freeze,2
Tech,UK,10,19.4,561.07,-9.9,-22.14,107.69,0,2025,Hiring,2
AI,UK,72,14.98,1984.59,3.24,7.42,486.92,0,2021,Hiring,0
EdTech,UK,255,39.99,15.95,-4.29,6.53,69.86,1,2025,Freeze,0
Energy,Australia,518,23.46,279.74,-20.9,8.92,347.72,0,2023,Hiring,1
Manufacturing,USA,357,30.07,1197.24,1.23,11.79,183.32,0,2021,Slowdown,1
AI,Germany,47,1.95,635.37,-5.08,9.25,201.94,1,2022,Hiring,1
Manufacturing,USA,27,2.04,978.85,3.23,9.47,47.01,0,2021,Hiring,0
EdTech,USA,254,33.25,726.39,-14.86,13.83,112.89,1,2020,Slowdown,0
Healthcare,UK,20,3.29,1256.89,-6.95,-33.8,490.96,0,2020,Hiring,0
Healthcare,USA,300,25.55,530.17,-5.21,-2.29,479.07,0,2026,Slowdown,0
Manufacturing,Australia,147,27.29,1640.96,-6.8,-13.41,137.05,0,2020,Slowdown,2
AI,Australia,120,13.76,588.53,-2.91,-21.88,289.8,0,2024,Hiring,1
Finance,Canada,426,22.66,1229.81,2.42,0.65,215.13,0,2025,Freeze,0
Manufacturing,India,116,18.97,1072.24,-0.09,5.54,104.63,0,2021,Slowdown,0
Energy,Australia,143,38.1,1594.51,17.2,17.19,89.99,0,2023,Freeze,2
FinTech,Singapore,5,4.21,1843.16,-12.09,-1.29,311.95,0,2024,Freeze,2
Healthcare,Japan,60,11.24,834.07,1.83,-16.28,320.08,1,2022,Hiring,1
Manufacturing,USA,98,20.82,1141.42,-20.02,31.33,30.04,0,2021,Hiring,1
Retail,UK,72,28.98,1535.38,-0.52,14.43,24.18,0,2025,Slowdown,2
Manufacturing,UK,179,7.88,1045.75,-6.24,5.58,343.6,0,2023,Freeze,2
AI,Brazil,173,17.13,1429.37,-8.57,5.12,38.81,0,2024,Slowdown,1
Energy,Japan,457,28.94,1657.37,-4.9,-29.38,406.23,0,2024,Slowdown,1
AI,UK,7,6.22,410.19,-4.8,11.41,284.15,0,2025,Hiring,0
Tech,India,5,1.15,1519.4,0.21,-16.92,57.76,0,2022,Hiring,1
FinTech,Canada,155,24.74,424.25,-8.83,1.64,450.28,1,2025,Freeze,0
FinTech,UK,137,24.85,1437.3,-12.33,-21.96,208.22,0,2022,Freeze,0
FinTech,Germany,189,16.79,860.02,-11.15,16.77,359.07,0,2022,Hiring,1
Healthcare,Germany,120,10.17,1175.77,-10.17,-20.84,491.78,0,2022,Hiring,1
Manufacturing,Canada,23,11.67,1830.39,-11.65,-16.57,422.11,0,2021,Freeze,1
EdTech,Singapore,8,9.21,312.07,8.51,-10.03,92.47,0,2024,Hiring,0
Tech,USA,320,29.76,11.04,5.27,19.99,473.45,0,2020,Hiring,2
FinTech,Australia,97,13.16,1865.6,-0.91,9.47,210.97,1,2021,Slowdown,1
Retail,Germany,100,7.22,1597.9,6.28,-18.03,14.25,0,2023,Slowdown,2
AI,USA,337,22.84,1247.26,8.9,25.5,155.79,0,2021,Slowdown,2
Energy,Germany,126,10.27,1396.73,-9.26,-0.83,225.44,0,2020,Freeze,2
Manufacturing,Singapore,253,17.77,338.22,-0.26,-1.37,469.23,0,2020,Freeze,2
EdTech,Brazil,273,36.34,938.0,1.11,-16.35,27.06,1,2025,Slowdown,0
Finance,Singapore,458,23.1,715.98,-0.36,22.83,365.22,0,2022,Hiring,0
Tech,Singapore,91,38.8,896.65,-8.48,-20.16,94.77,0,2023,Freeze,1
Manufacturing,USA,67,9.33,1192.41,-5.1,18.23,246.93,0,2021,Slowdown,2
Retail,Singapore,118,6.58,1817.26,-11.12,-4.2,35.63,0,2024,Slowdown,0
Healthcare,Germany,267,18.35,1611.7,-2.7,5.5,144.17,0,2021,Freeze,2
EdTech,USA,31,2.73,999.64,-13.07,-26.92,449.92,1,2020,Hiring,1
EdTech,USA,378,38.49,85.67,10.57,-3.4,201.75,1,2020,Freeze,1
Energy,USA,164,26.72,1537.84,3.25,-9.66,317.81,0,2023,Slowdown,2
Finance,UK,83,22.86,785.36,11.83,-13.47,36.19,0,2025,Hiring,0
Tech,Singapore,327,31.16,215.05,-10.55,19.39,386.67,0,2021,Slowdown,0
EdTech,Japan,155,14.05,931.93,-6.21,-1.24,10.44,0,2023,Slowdown,2
Tech,Australia,48,3.83,80.26,2.2,22.3,431.69,0,2020,Slowdown,0
Energy,USA,489,37.95,602.59,7.39,-10.08,211.7,0,2026,Freeze,1
Finance,Singapore,168,7.12,952.2,-2.64,-16.4,411.92,0,2022,Hiring,2
Tech,Japan,397,23.31,111.77,5.09,-8.96,425.2,1,2023,Freeze,1
Manufacturing,Singapore,175,20.68,19.43,2.41,3.77,404.83,0,2022,Freeze,2
Retail,Germany,357,34.34,1471.03,2.73,9.47,170.99,0,2024,Freeze,0
Healthcare,Singapore,449,31.92,138.48,-4.62,15.24,441.22,0,2026,Hiring,2
Energy,India,17,1.3,1486.58,-2.88,-0.34,72.74,0,2025,Freeze,2
Energy,Germany,239,14.83,1126.0,0.55,32.75,432.03,0,2022,Freeze,2
Energy,Canada,370,26.2,221.56,-4.81,-10.14,308.59,0,2021,Freeze,0
Healthcare,Brazil,529,26.7,1461.39,-12.93,-9.51,318.68,0,2023,Hiring,0
Retail,Brazil,436,32.31,1749.21,-6.75,1.97,498.91,0,2025,Slowdown,2
FinTech,Japan,225,39.15,1018.39,-5.33,-3.02,267.52,0,2024,Hiring,2
AI,India,321,24.4,101.72,3.17,27.91,226.5,1,2020,Freeze,2
AI,Singapore,182,10.86,1991.47,-15.75,-1.53,424.73,1,2026,Slowdown,0
EdTech,UK,258,19.59,708.21,-1.79,-11.17,58.06,0,2025,Hiring,2
Tech,Japan,91,28.46,1933.55,-20.46,-0.3,9.94,0,2026,Slowdown,0
FinTech,India,62,35.65,139.7,-1.05,-13.9,346.08,0,2024,Freeze,0
Finance,India,368,30.99,1636.81,1.36,3.64,106.88,1,2020,Hiring,1
Tech,Japan,474,35.87,920.57,-3.83,40.1,260.72,0,2022,Freeze,0
Manufacturing,Japan,973,34.48,1965.82,-10.66,8.1,228.92,0,2022,Slowdown,1
Finance,Singapore,199,12.74,1035.38,-4.68,4.52,93.44,0,2023,Hiring,0
Tech,USA,64,18.5,561.07,-7.78,-15.1,302.16,0,2021,Hiring,0
Healthcare,India,73,17.49,1789.51,-7.01,-6.15,414.75,0,2023,Hiring,2
Tech,India,283,31.32,1417.7,0.82,-10.06,285.78,1,2021,Slowdown,2
Finance,Brazil,129,9.16,346.35,1.73,3.62,410.98,0,2026,Hiring,2
EdTech,UK,239,14.07,1592.85,-1.49,14.38,336.54,0,2022,Slowdown,0
Energy,Canada,51,3.28,475.79,-14.4,33.55,103.19,0,2023,Slowdown,0
AI,Australia,86,9.14,1279.01,-2.04,11.62,228.97,0,2026,Freeze,0
FinTech,Germany,638,36.51,212.83,-15.01,10.81,480.79,0,2022,Slowdown,1
AI,Japan,121,23.01,1405.55,12.41,10.26,269.84,0,2020,Freeze,0
EdTech,India,181,26.56,1733.48,-6.8,35.95,339.33,0,2026,Slowdown,2
Tech,Singapore,377,35.12,668.45,-11.28,2.95,222.5,0,2022,Hiring,2
Energy,Brazil,187,19.02,465.25,-3.57,19.35,166.1,0,2024,Freeze,2
Energy,Singapore,102,7.69,1759.5,-14.5,7.0,250.32,0,2020,Freeze,1
Finance,Australia,10,2.61,1305.88,0.09,-1.44,225.62,0,2026,Slowdown,0
EdTech,Japan,132,12.0,1956.58,16.33,4.92,171.53,0,2020,Freeze,2
Energy,Brazil,112,6.78,1477.59,-2.86,18.44,378.34,0,2025,Slowdown,2
Manufacturing,Japan,671,36.59,876.72,-3.94,-22.01,242.44,0,2024,Freeze,2
